14.2	634.0	0.97346	0.02654
14.2	635.0	0.97471	0.02529
14.2	636.0	0.97758	0.02242
14.2	637.0	0.98102	0.01898
14.2	638.0	0.98381	0.01619
14.2	639.0	0.98501	0.01499
14.2	640.0	0.98434	0.01566
14.2	641.0	0.98225	0.01775
14.2	642.0	0.97973	0.02027
14.2	643.0	0.97789	0.02211
14.2	644.0	0.97762	0.02238
14.2	645.0	0.97918	0.02082
14.2	646.0	0.98227	0.01773
14.2	647.0	0.98597	0.01403
14.2	648.0	0.98923	0.01077
14.2	649.0	0.99116	0.00884002
14.2	650.0	0.99141	0.00858998
14.2	651.0	0.99015	0.00985003
14.2	652.0	0.98802	0.01198
14.2	653.0	0.98585	0.01415
14.2	654.0	0.98437	0.01563
14.2	655.0	0.98394	0.01606
14.2	656.0	0.98457	0.01543
14.2	657.0	0.98591	0.01409
14.2	658.0	0.98745	0.01255
14.2	659.0	0.98869	0.01131
14.2	660.0	0.98924	0.01076
14.2	661.0	0.98896	0.01104
14.2	662.0	0.9864	0.0136
14.2	663.0	0.9848	0.0152
14.2	664.0	0.9835	0.0165
14.2	665.0	0.9827	0.0173
14.2	666.0	0.98218	0.01782
14.2	667.0	0.98098	0.01902
14.2	668.0	0.97732	0.02268
14.2	669.0	0.96887	0.03113
14.2	670.0	0.9539	0.0461
14.2	671.0	0.93247	0.06753
14.2	672.0	0.90656	0.09344
14.2	673.0	0.87867	0.12133
14.2	674.0	0.85049	0.14951
14.2	675.0	0.82261	0.17739
14.2	676.0	0.79533	0.20467
14.2	677.0	0.76906	0.23094
14.2	678.0	0.7434	0.2566
14.2	679.0	0.71567	0.28433
14.2	680.0	0.68182	0.31818
14.2	681.0	0.64065	0.35935
14.2	682.0	0.59607	0.40393
14.2	683.0	0.55297	0.44703
14.2	684.0	0.51295	0.48705
14.2	685.0	0.47512	0.52488
14.2	686.0	0.43831	0.56169
14.2	687.0	0.4016	0.5984
14.2	688.0	0.36348	0.63652
14.2	689.0	0.32151	0.67849
14.2	690.0	0.27351	0.72649
14.2	691.0	0.21986	0.78014
14.2	692.0	0.16498	0.83502
14.2	693.0	0.11582	0.88418
14.2	694.0	0.07752	0.92248
14.2	695.0	0.05106	0.94894
14.2	696.0	0.03365	0.96635
